# BulTreeBank Wordnet (BTB-WN)	bul	http://www.bultreebank.org/	CC BY 3.0
00953559-n	bul:exe	13	ожесточен бой
00953559-n	bul:exe	14	отбранителен бой
00953559-n	bul:exe	15	решителен бой
00953559-n	bul:exe	16	ръкопашен бой
00953559-n	bul:exe	2	На бой всички не умират и всички юнаци не биват.
00953559-n	bul:exe	3	Паднаха всички при първия бой.
00953559-n	bul:exe	4	При Батак стана нова битка.
00953559-n	bul:exe	5	битката за Берлин
00953559-n	bul:exe	6	битката при Плевен
00953559-n	bul:exe	7	влизам в бой
00953559-n	bul:exe	8	въздушен бой
00953559-n	bul:exe	9	за пръв път влизам в бой
00953559-n	bul:lemma	битка
00953559-n	bul:lemma	бой
00953559-n	bul:lemma	сражение
00953700-v	bul:def	0	Променям описания, факти, докато не получат желаната интерпретация.
00953700-v	bul:lemma	извъртам
00953700-v	bul:lemma	извъртя
00953700-v	bul:lemma	изопача
00953700-v	bul:lemma	изопачавам
00955060-n	bul:def	0	(военно) Съвкупност от съгласувани едновременни или последователни военни действия, осъществявани от обединени войскови части за постигане на определена цел, като част от единен тактически план.
00955060-n	bul:exe	0	Операция под кодово название "Кобра"
00955060-n	bul:exe	1	бавно развитие на операцията
00955060-n	bul:exe	2	бойна операция
00955060-n	bul:exe	3	военна операция
00955060-n	bul:exe	4	въздушна операция
00955060-n	bul:exe	5	морска операция
00955060-n	bul:exe	6	отлагане на операция
00955060-n	bul:exe	7	предвидени са няколко операциии
00955060-n	bul:exe	8	ръководя отговорна операция
00955060-n	bul:exe	9	стратегическа операция
00955060-n	bul:lemma	операция
00955601-v	bul:def	0	Развивам по-нататък, допълнително или напълно нещо, обикновено като добавям нова информация и по-задълбочено разяснявам фактите.
00955601-v	bul:exe	0	Оставете го да доразвие мисълта си.
00955601-v	bul:exe	1	доразвивам дисертация
00955601-v	bul:exe	2	доразвивам тема
00955601-v	bul:lemma	доразвивам
00955601-v	bul:lemma	доразвия
00957378-v	bul:def	0	Давам дефиниция, определение за значението на дума.
00957378-v	bul:exe	0	Дефинирай думата радост.
00957378-v	bul:lemma	дефинирам
00957378-v	bul:lemma	определя
00957378-v	bul:lemma	определям
00958151-a	bul:def	0	Който не проявява пристрастие в преценките и действията си, постъпва съобразно правилата, съобразно истината, ръководейки се от разума и съвестта си.
00958151-a	bul:lemma	справедлив
00959827-v	bul:def	0	Предавам текст, реч и пр. от един език на друг.
00959827-v	bul:exe	0	Имам да преведа една страница.
00959827-v	bul:exe	1	Превеждам от руски на български.
00959827-v	bul:lemma	преведа
00959827-v	bul:lemma	превеждам
00960629-a	bul:def	0	Който не изменя, не изневерява на човека, с когото е в интимни отношения.
00960629-a	bul:lemma	верен
00960629-a	bul:lemma	предан
00961392-a	bul:def	0	Който проявява непоколебима вярност, привързаност, постоянство в отношението, в чувствата си към някого или към нещо.
00961392-a	bul:lemma	верен
00961392-a	bul:lemma	лоялен
00961392-a	bul:lemma	предан
00962129-n	bul:def	0	Проява на масово неподчинение, въоръжена борба срещу установена власт или ред.
00962129-n	bul:exe	0	априлско въстание
00962129-n	bul:exe	1	вдигам бунт
00962129-n	bul:exe	2	вдигам въстание
00962129-n	bul:exe	3	въоръжено въстание
00962129-n	bul:exe	4	въстанието на Спартак
00962129-n	bul:exe	5	избухна въстание
00962129-n	bul:exe	6	обявявам въстание
00962129-n	bul:exe	7	потушавам въстание
00962129-n	bul:lemma	бунт
00962129-n	bul:lemma	въстание
00962722-n	bul:def	0	Коренна социална промяна, смяна на политическата система, обикновено чрез насилствено преминаване на властта от една класа в друга.
00962722-n	bul:exe	0	буржоазнодемократическа революция
00962722-n	bul:exe	1	нежна революция
00962722-n	bul:lemma	революция
00963570-v	bul:def	0	Изговарям, изричам, произнасям, изказвам думи, казвам.
